popularity,original_title,cast,director,keywords,runtime,genres,production_companies,vote_count,vote_average,release_year,budget_adj,revenue_adj,net_profit
0,Wolfen,Albert Finney|Diane Venora|Edward James Olmos|Gregory Hines|Tom Noonan,Michael Wadleigh,indian|wolf|transformation|investigation|horror,115,Drama|Horror|Thriller,Orion Pictures Corporation|King-Hitzig Productions,18,5,1981,40769243,0,-40769243
0,Neighbors,John Belushi|Kathryn Walker|Cathy Moriarty|Dan Aykroyd|Tim Kazurinsky,John G. Avildsen,family abandonment|dinner|cult film|sexual desire|mailbox,94,Comedy,Columbia Pictures,14,4,1981,20384621,71744772,51360151
0,Dark Night of the Scarecrow,Larry Drake|Charles Durning|Robert F. Lyons|Claude Earl Jones|Lane Smith,Frank De Felitta,scarecrow,96,TV Movie|Horror|Mystery,Wizan Productions,10,4,1981,0,0,0
0,American Pop,Ron Thompson|Lisa Jane Persky|Jeffrey Lippa|Frank De Kova|Roz Kelly,Ralph Bakshi,pop|jazz|tzar|music|mafia boss,96,Animation|Music,Columbia Pictures Corporation|Bakshi Productions|Aspen Productions,14,6,1981,0,14389144,14389144
0,The Decline of Western Civilization,Alice Bag|Claude Bessey|Black Flag|Don Bolles|Dinah Cancer,Penelope Spheeris,punk|subculture|punk band|woman director,100,Documentary|Music,Spheeris Films Inc.,16,7,1981,239819,0,-239819
0,Gregory's Girl,John Gordon Sinclair|Dee Hepburn|Jake D'Arcy|Clare Grogan|Robert Buchanan,Bill Forsyth,scotland|italian|affection|advice|coming of age,91,Comedy|Romance,National Film Finance Corporation (NFFC)|Lake Films|Scottish Television (STV),13,6,1981,0,0,0
0,Bloody Birthday,Lori Lethin|Melinda Cordell|Julie Brown|Susan Strasberg|JosÃ© Ferrer,Ed Hunt,sex|birthday|nudity|babysitter|elementary school,85,Horror|Thriller,Judica Productions,12,6,1981,0,0,0
0,The Incredible Shrinking Woman,Lily Tomlin|Charles Grodin|Ned Beatty|Henry Gibson|Elizabeth Wilson,Joel Schumacher,,88,Comedy|Family|Science Fiction,Universal Pictures,13,4,1981,0,0,0
0,Continental Divide,John Belushi|Blair Brown|Allen Garfield|Carlin Glynn|Tony Ganios,Michael Apted,journalist|camping|rocky mountains|eagle|bear,103,Comedy|Romance,Universal Pictures|Amblin Entertainment,11,4,1981,0,37359584,37359584
0,"Vernon, Florida",Albert Bitterling|Roscoe Collins|George Harris,Errol Morris,,55,Documentary,,11,5,1981,0,0,0
0,The Prowler,Vicky Dawson|Christopher Goutman|Lawrence Tierney|Farley Granger|Cindy Weintraub,Joseph Zito,nudity|mask|murder|psychopathic killer|gore,89,Thriller|Horror|Mystery,Graduation,14,6,1981,2398190,0,-2398190
0,Enter the Ninja,Franco Nero|Susan George|Christopher George|Sho Kosugi|Alex Courtney,Menahem Golan,martial arts|fight|chase|philippines|ninjas,100,Crime|Action|Drama,City Film|Golan-Globus Productions|The Cannon Group,11,5,1981,0,0,0
0,Prince of the City,Treat Williams|Jerry Orbach|Richard Foronjy|Don Billett|Carmine Caridi,Sidney Lumet,new york|corruption|1970s|police,167,Drama|Thriller|Crime,Orion Pictures Corporation,17,6,1981,0,0,0
0,The Hitch Hikers Guide to the Galaxy,Peter Jones|Simon Jones|David Dixon|Sandra Dickinson|Mark Wing-Davey,Alan J.W. Bell,,150,Adventure|Comedy|Science Fiction,,17,6,1981,0,0,0
4,Independence Day,Will Smith|Bill Pullman|Jeff Goldblum|Mary McDonnell|Judd Hirsch,Roland Emmerich,spacecraft|patriotism|countdown|invasion|independence day,145,Action|Adventure|Science Fiction,Twentieth Century Fox Film Corporation|Centropolis Entertainment,2000,6,1996,104266255,1135764352,1031498097
3,Mission: Impossible,Tom Cruise|Jon Voight|Emmanuelle BÃ©art|Henry Czerny|Jean Reno,Brian De Palma,paris|london|cia|terrorist|secret identity,110,Adventure|Action|Thriller,Paramount Pictures|Cruise/Wagner Productions,1754,6,1996,111217339,636297139,525079800
2,Trainspotting,Ewan McGregor|Ewen Bremner|Jonny Lee Miller|Robert Carlyle|Kelly Macdonald,Danny Boyle,loss of child|drug addiction|ecstasy|drug dealer|junkie,93,Drama|Crime,Channel Four Films|Noel Gay Motion Picture Company|Figment Films,1163,7,1996,5560866,22926175,17365309
2,Fargo,William H. Macy|Frances McDormand|Steve Buscemi|Peter Stormare|Kristin RudrÃ¼d,Joel Coen,cheating|ransom|salesclerk|winter|auto,98,Crime|Drama|Thriller,PolyGram Filmed Entertainment|Working Title Films,1093,7,1996,9731517,84263782,74532265
2,The Rock,Sean Connery|Nicolas Cage|Ed Harris|John Spencer|David Morse,Michael Bay,san francisco|fbi|gas attack|alcatraz|hostage situation,136,Action|Adventure|Thriller,Hollywood Pictures|Don Simpson/Jerry Bruckheimer Films,930,6,1996,104266255,465809664,361543409
2,Mars Attacks!,Jack Nicholson|Glenn Close|Annette Bening|Pierce Brosnan|Danny DeVito,Tim Burton,saving the world|total destruction|magic language|white house|mars,106,Comedy|Fantasy|Science Fiction,Tim Burton Productions,806,5,1996,97315171,140927684,43612513
1,Romeo + Juliet,Leonardo DiCaprio|Claire Danes|John Leguizamo|Harold Perrineau|Pete Postlethwaite,Baz Luhrmann,shakespeare adaptation|star crossed lovers|teenage romance|masquerade|shakespeare's romeo and juliet,120,Drama|Romance,Bazmark Films|Twentieth Century Fox Film Corporation,754,6,1996,20158142,204777203,184619061
1,The Hunchback of Notre Dame,Tom Hulce|Demi Moore|Heidi Mollenhauer|Tony Jay|Kevin Kline,Gary Trousdale|Kirk Wise,sword|mockery|ugliness|cathedral|fool,91,Family|Fantasy|Animation,Walt Disney Pictures,605,6,1996,139021673,139214706,193033
1,Aladdin and the King of Thieves,Scott Weinger|Linda Larkin|Robin Williams|John Rhys-Davies|Gilbert Gottfried,Tad Stones,musical|orient|genie,81,Adventure|Animation|Family,Walt Disney Television Animation,308,6,1996,0,0,0
1,Space Jam,Michael Jordan|Wayne Knight|Billy West|Dee Bradley Baker|Theresa Randle,Joe Pytka,sport|basketball|doctor|basketball team|basketball game,88,Animation|Comedy|Drama|Family|Fantasy,Warner Bros. Family Entertainment|Northern Lights Entertainment|Courtside Seats Productions,677,6,1996,111217339,319749850,208532511
1,Eraser,Arnold Schwarzenegger|James Caan|Vanessa Williams|James Coburn|Robert Pastorelli,Chuck Russell,suicide|ambush|showdown|hostage|traitor,115,Action|Drama|Mystery|Thriller,Kopelson Entertainment|Warner Bros.,306,5,1996,139021673,336843346,197821673
1,101 Dalmatians,Glenn Close|Jeff Daniels|Joely Richardson|Joan Plowright|Hugh Laurie,Stephen Herek,london|fur|fashion designer|puppy|dalmatiner,103,Comedy|Family,Walt Disney Pictures|Great Oaks Entertainment,367,5,1996,75071703,445827624,370755921
1,Phenomenon,John Travolta|Kyra Sedgwick|Forest Whitaker|Robert Duvall|Jeffrey DeMunn,Jon Turteltaub,brain tumor|telekinesis|genius|terminal illness|doctor,123,Drama|Fantasy|Romance|Science Fiction,Touchstone Pictures,164,6,1996,44486935,211363523,166876588
1,From Dusk Till Dawn,George Clooney|Quentin Tarantino|Harvey Keitel|Juliette Lewis|Ernest Liu,Robert Rodriguez,dancing|brother brother relationship|sexual obsession|showdown|sheriff,108,Horror|Action|Thriller|Crime,A Band Apart|Dimension Films|Los Hooligans Productions|Miramax,863,6,1996,26414118,35918496,9504378
1,A Time to Kill,Matthew McConaughey|Sandra Bullock|Samuel L. Jackson|Kevin Spacey|Oliver Platt,Joel Schumacher,ku klux klan|rape|mississippi|jurors|blackmail,149,Crime|Drama|Thriller,Regency Enterprises|Warner Bros.,263,7,1996,55608669,211682751,156074082
1,Star Trek: First Contact,James Cromwell|Alfre Woodard|Alice Krige|Neal McDonough|Patrick Stewart,Jonathan Frakes,federation|starfleet|borg|enterprise-e|cyborg,111,Science Fiction|Action|Adventure|Thriller,Paramount Pictures,426,6,1996,63949969,208532510,144582541
1,Happy Gilmore,Adam Sandler|Christopher McDonald|Julie Bowen|Frances Bay|Carl Weathers,Dennis Dugan,loss of mother|loss of father|golf|sport|taxes,92,Comedy,Universal Pictures|Brillstein-Grey Entertainment|Robert Simonds Productions,435,6,1996,16682600,57284018,40601418
1,Jingle All the Way,Arnold Schwarzenegger|Phil Hartman|Sinbad|Rita Wilson|Jake Lloyd,Brian Levant,holiday|christmas party|santa claus|toy|puppet,89,Comedy|Family,Twentieth Century Fox Film Corporation|1492 Pictures,306,5,1996,83413004,180495160,97082156
1,Scream,David Arquette|Neve Campbell|Courteney Cox|Matthew Lillard|Rose McGowan,Wes Craven,halloween|gore|serial killer|slasher|tabloid,111,Crime|Horror|Mystery,Woods Entertainment|Dimension Films,779,6,1996,19463034,240572367,221109333
1,The Long Kiss Goodnight,Geena Davis|Samuel L. Jackson|Yvonne Zima|Craig Bierko|Tom Amandes,Renny Harlin,assassination|amnesia|hostage|chase|black comedy,120,Action|Crime|Drama|Mystery|Thriller,New Line Cinema|Forge|The Steve Tisch Company,164,6,1996,90364088,124364286,34000198
1,Jerry Maguire,Tom Cruise|Cuba Gooding Jr.|RenÃ©e Zellweger|Kelly Preston|Alison Armitage,Cameron Crowe,stadium|career|sport|sports agent,139,Comedy|Drama|Romance,Gracie Films|TriStar Pictures,561,6,1996,69510836,380297392,310786556
1,Matilda,Mara Wilson|Danny DeVito|Embeth Davidtz|Rhea Perlman|Pam Ferris,Danny DeVito,parents kids relationship|difficult childhood|telekinesis|child prodigy|childhood trauma,98,Comedy|Family|Fantasy,Jersey Films|TriStar Pictures,451,6,1996,50047802,46515840,-3531962
1,DragonHeart,Dennis Quaid|David Thewlis|Pete Postlethwaite|Dina Meyer|Julie Christie,Rob Cohen,kingdom|despot|immortality|village|army,103,Fantasy,Universal Pictures,273,6,1996,79242354,160246634,81004280
1,The Nutty Professor,Eddie Murphy|Jada Pinkett Smith|James Coburn|Larry Miller|Dave Chappelle,Tom Shadyac,overweight|overweight man|duringcreditsstinger,95,Fantasy|Comedy|Romance|Science Fiction,Imagine Entertainment|Universal Pictures,334,5,1996,75071703,179017298,103945595
1,Daylight,Sylvester Stallone|Amy Brenneman|Viggo Mortensen|Dan Hedaya|Jay O. Sanders,Rob Cohen,taxi|taxi driver|guard|survival|disaster,115,Action|Adventure|Thriller,Universal Pictures|Davis Entertainment,189,5,1996,111217339,221339839,110122500
1,The Quest,Jean-Claude Van Damme|Roger Moore|James Remar|Jack McGee|Louis Mandylor,Jean-Claude Van Damme,new york|bare knuckle boxing|himalaya|island|thailand,95,Action|Adventure,Universal Pictures|Signature Pictures|MDP Worldwide|Selima Films AVV,63,5,1996,41706502,79799201,38092699
1,Chain Reaction,Keanu Reeves|Morgan Freeman|Rachel Weisz|Fred Ward|Kevin Dunn,Andrew Davis,fbi|hydrogen bomb|secret lab|energy supply|conspiracy,107,Adventure,"Twentieth Century Fox Film Corporation|Chicago Pacific Entertainment|Zanuck Company, The",153,5,1996,69510836,83704023,14193187
1,The English Patient,Ralph Fiennes|Juliette Binoche|Willem Dafoe|Kristin Scott Thomas|Naveen Andrews,Anthony Minghella,cairo|egypt|identity|amnesia|world war ii,162,Drama|Romance|War,Tiger Moth Productions|Miramax,287,6,1996,37535851,322497509,284961658
1,Executive Decision,Kurt Russell|Steven Seagal|Halle Berry|John Leguizamo|Oliver Platt,Stuart Baird,bomb|ransom|hostage|airplane|hijacking,133,Action|Adventure|Drama|Thriller,Silver Pictures|Warner Bros.,128,5,1996,76461920,169563645,93101725
0,Twister,Helen Hunt|Bill Paxton|Cary Elwes|Jami Gertz|Philip Seymour Hoffman,Jan de Bont,wife husband relationship|tornado|twister|oklahoma|metereologist,113,Action|Adventure|Drama,Universal Pictures|Amblin Entertainment|Warner Bros.|Constant c Productions,546,5,1996,127899940,687422589,559522649
0,Ransom,Mel Gibson|Gary Sinise|Delroy Lindo|Rene Russo|Lili Taylor,Ron Howard,bounty|loss of child|yellow press|fbi|baby-snatching,117,Action|Thriller,Touchstone Pictures,235,6,1996,111217339,430261905,319044566
0,D3: The Mighty Ducks,Emilio Estevez|Jeffrey Nordling|David Selby|Heidi Kling|Joshua Jackson,Robert Lieberman,college|sport|scholarship|hockey player|hockey coach,104,Action|Comedy|Drama|Family,Walt Disney,53,5,1996,0,31912560,31912560
0,The Cable Guy,Jim Carrey|Matthew Broderick|Leslie Mann|Jack Black|George Segal,Ben Stiller,prison|prostitute|karaoke|black comedy|cable guy,96,Comedy|Drama|Thriller,Columbia Pictures Corporation,283,5,1996,65340186,142950142,77609956
0,Sleepers,Robert De Niro|Brad Pitt|Kevin Bacon|Jason Patric|Ron Eldard,Barry Levinson,child abuse|sadistic|sexual abuse|pastor|repayment,147,Crime|Drama|Thriller,Propaganda Films|Warner Bros.|Baltimore Pictures,371,7,1996,61169536,230241141,169071605
0,The Frighteners,Michael J. Fox|Jeffrey Combs|Jake Busey|Chi McBride|Trini Alvarado,Peter Jackson,judge|architect|ghost world|hell|grim reaper,110,Horror|Comedy,WingNut Films|Universal Pictures,184,6,1996,41706502,40815673,-890829
0,Broken Arrow,John Travolta|Christian Slater|Samantha Mathis|Delroy Lindo|Bob Gunton,John Woo,helicopter|river|captain|underground|mexican standoff,108,Action|Adventure|Drama|Thriller,Twentieth Century Fox Film Corporation|WCG Entertainment Productions|Mark Gordon Productions,244,5,1996,69510836,208908073,139397237
0,Crash,James Spader|Deborah Kara Unger|Holly Hunter|Elias Koteas|Rosanna Arquette,David Cronenberg,gay|sexual obsession|adultery|sadistic|sexuality,100,Drama|Thriller|Romance,Fine Line Features|Alliance Communications,91,6,1996,13902167,0,-13902167
0,Escape from L.A.,Kurt Russell|Stacy Keach|Steve Buscemi|Pam Grier|Cliff Robertson,John Carpenter,prison|u.s. president|earthquake|dystopia|attempt to escape,97,Action|Adventure|Science Fiction|Thriller,Paramount Pictures|Rysher Entertainment,189,5,1996,69510836,58774700,-10736136
0,The People vs. Larry Flynt,Woody Harrelson|Courtney Love|Edward Norton|Brett Harrelson|Donna Hanover,MiloÅ¡ Forman,poison|pornography|free love|aids|eroticism,129,Drama,Sony Pictures,122,6,1996,50047802,28221935,-21825867
0,The Arrival,Charlie Sheen|Lindsay Crouse|Richard Schiff|Ron Silver|Teri Polo,David Twohy,greenhouse effect|global warming|extraterrestrial|astronomer|conspiracy,115,Action|Mystery|Science Fiction|Thriller,Live Entertainment|Steelwork Films|Mediaworks,82,5,1996,34755418,19530281,-15225137
0,Bound,Jennifer Tilly|Gina Gershon|Joe Pantoliano|John P. Ryan|Christopher Meloni,Lana Wachowski|Lilly Wachowski,prison|women's prison|suspense|mafia|lesbian,108,Romance|Drama|Thriller|Crime,Dino De Laurentiis Company|Spelling Films,100,6,1996,6255975,9747250,3491275
0,Swingers,Jon Favreau|Vince Vaughn|Ron Livingston|Patrick Van Horn|Alex DÃ©sert,Doug Liman,independent film|stuffed animal|hollywood|drink|swinger,94,Comedy|Romance,Miramax Films|Independent Pictures (II)|The Alfred Shay Company Inc.,129,6,1996,278043,6264208,5986165
0,Striptease,Demi Moore|Burt Reynolds|Armand Assante|Ving Rhames|Robert Patrick,Andrew Bergman,blackmail|strip club|striptease|police|us kongress,115,Drama|Thriller|Crime,Columbia Pictures|Castle Rock Entertainment,108,4,1996,69510836,157525101,88014265
0,The Fan,Robert De Niro|Wesley Snipes|Ellen Barkin|John Leguizamo|Benicio del Toro,Tony Scott,sport|luck|san francisco giants|child custody|baseball pitcher,116,Drama|Mystery|Thriller,TriStar Pictures|Mandalay Entertainment,103,5,1996,76461920,25894759,-50567161
0,Jack,Robin Williams|Diane Lane|Brian Kerwin|Jennifer Lopez|Bill Cosby,Francis Ford Coppola,age difference|appearance|body exchange|genetics,113,Comedy|Drama|Science Fiction,American Zoetrope|Hollywood Pictures|Great Oaks Entertainment,171,5,1996,62559753,81495857,18936104
0,Primal Fear,Richard Gere|Edward Norton|Laura Linney|John Mahoney|Frances McDormand,Gregory Hoblit,corruption|bishop|court case|pornographic video|court,129,Crime|Drama|Mystery|Thriller,Paramount Pictures,317,7,1996,41706502,142658735,100952233
0,Barb Wire,Pamela Anderson|Temuera Morrison|Victoria Rowell|Jack Noseworthy|Udo Kier,David Hogan,scientist bar|electrical torture|pretending to be a prostitute|sprayed with water|pressure washer,98,Action|Science Fiction,Propaganda Films|Dark Horse Entertainment|PolyGram Filmed Entertainment,54,4,1996,0,5273945,5273945
0,Courage Under Fire,Denzel Washington|Meg Ryan|Lou Diamond Phillips|Matt Damon|Michael Moriarty,Edward Zwick,gulf war|pilot|us army|praise|rescue mission,117,Drama|Thriller|Mystery|War,Fox 2000 Pictures,134,6,1996,63949969,140218397,76268428
0,Everyone Says I Love You,Drew Barrymore|Diva Gray|Natasha Lyonne|Edward Norton|Woody Allen,Woody Allen,paris|venice|adultery|robbery|lovesickness,101,Drama|Comedy|Romance,Miramax Films,69,6,1996,27804334,0,-27804334
0,That Thing You Do!,Tom Everett Scott|Johnathon Schaech|Tom Hanks|Steve Zahn|Ethan Embry,Tom Hanks,pop star|musical|record label|music|music band,108,Comedy|Drama,Twentieth Century Fox Film Corporation|Clinica Estetico|Clavius Base,120,6,1996,0,48081224,48081224
0,Thinner,Robert John Burke|Joe Mantegna|Lucinda Jenney|Michael Constantine|Kari Wuhrer,Tom Holland,blow job|curse|fat suit|steven king,92,Horror|Thriller,Paramount Pictures|Spelling Films,55,5,1996,0,0,0
0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Shawn Wayans|Marlon Wayans|Tracey Cherelle Jones|Chris Spencer|Vivica A. Fox,Paris Barclay,date|slang|hip-hop|cousin|parody,89,Comedy,Miramax Films|Island Pictures|Ivory Way Productions,80,6,1996,0,0,0
0,2 Days in the Valley,Danny Aiello|Greg Cruttwell|Jeff Daniels|Teri Hatcher|Charlize Theron,John Herzfeld,detective|assassin|jealousy|hostage|cocaine,104,Comedy|Crime,Rysher Entertainment|Redemption Productions,31,5,1996,0,0,0
0,Set  It Off,Jada Pinkett Smith|Queen Latifah|Vivica A. Fox|Kimberly Elise|Blair Underwood,F. Gary Gray,single parent|bank robber|last chance|los angeles,118,Drama|Action|Crime,New Line Cinema,37,7,1996,12511950,57820345,45308395
0,The Portrait of a Lady,Nicole Kidman|John Malkovich|Barbara Hershey|Mary-Louise Parker|Christian Bale,Jane Campion,europe|friendship|intellectual|money|american,144,Drama|Romance,Propaganda Films|Polygram Filmed Entertainment,28,6,1996,0,5133842,5133842
0,The Craft,Fairuza Balk|Neve Campbell|Robin Tunney|Rachel True|Skeet Ulrich,Andrew Fleming,witch|suicide attempt|becoming an adult|puberty|sorcery,101,Fantasy|Drama|Horror|Thriller,Columbia Pictures,184,6,1996,20853251,34434926,13581675
0,House Arrest,Jamie Lee Curtis|Kevin Pollak|Kyle Howard|Jennifer Love Hewitt|Jennifer Tilly,Harry Winer,basement|children|divorce,108,Comedy|Family,Metro-Goldwyn-Mayer (MGM)|Rysher Entertainment,15,5,1996,0,0,0
0,One Fine Day,Michelle Pfeiffer|George Clooney|Mae Whitman|Alex D. Linz|Charles Durning,Michael Hoffman,single parent|single father,108,Comedy|Romance,Twentieth Century Fox Film Corporation|Fox 2000 Pictures|Via Rosa Productions|Rosa Productions,71,5,1996,0,135587213,135587213
0,Hellraiser: Bloodline,Bruce Ramsay|Valentina Vargas|Charlotte Chatton|Adam Scott|Kim Myers,Kevin Yagher,artificial intelligence|engineer|hell|pinhead|demon,86,Horror|Thriller|Science Fiction,Miramax Films|Dimension Films|Trans Atlantic Entertainment,52,4,1996,5560866,23181864,17620998
0,Down Periscope,Kelsey Grammer|Lauren Holly|Rob Schneider|Harry Dean Stanton|Bruce Dern,David S. Ward,submarine|us navy|misfit,92,Comedy,Twentieth Century Fox Film Corporation,54,5,1996,0,0,0
0,Kingpin,Woody Harrelson|Randy Quaid|Vanessa Angel|Bill Murray|Chris Elliott,Bobby Farrelly|Peter Farrelly,sport|handicap|sexual favor|star spangled banner|bowling team,113,Comedy,Motion Picture Corporation of America|Metro-Goldwyn-Mayer (MGM),126,6,1996,37535851,34787996,-2747855
0,The Preacher's Wife,Denzel Washington|Whitney Houston|Courtney B. Vance|Gregory Hines|Jenifer Lewis,Penny Marshall,angel|church choir|gospel|reverend|crisis of faith,124,Fantasy|Drama|Comedy|Science Fiction|Romance,Touchstone Pictures,33,5,1996,55608669,66859986,11251317
0,Foxfire,Angelina Jolie|Hedy Burress|Jenny Lewis|Jenny Shimizu|Sarah Rosenberg,Annette Haywood-Carter,tattoo|prison|based on novel|hostage|fight,102,Action|Drama|Thriller,Rysher Entertainment|Red Mullet Productions|Chestnut Hill Productions,15,6,1996,0,359041,359041
0,The Glimmer Man,Steven Seagal|Keenen Ivory Wayans|Bob Gunton|Brian Cox|Michelle Johnson,John Gray,secret agent|past|cop|series of murders|homicide detective,92,Action|Adventure|Crime|Drama|Thriller,Warner Bros.|Seagal/Nasso Productions,52,4,1996,62559753,0,-62559753
